Plant_Name,Scientific_Name,Plant_Type,Life_Cycle,Soil_Type,Sunlight_Needs,Water_Needs,Use,Poisonous,Preferred_Zone,Soil_PH,Size,Spacing
Mauka,Mirabilis expansa,Herb,Perennial,Loam,Full Sun,Medium,Edible,No,8-11,5.5-7.5,2-4 ft,18-24 in
Mayapple,Podophyllum peltatum,Cactus,Perennial,Peat,Partial Shade,Medium,Ornamental,No,10-12,6.0-7.0,6-12 in,6-12 in
Meadow Garlic,Allium canadense,Herb,Perennial,Loam,Full Sun,Medium,Edible,No,4-9,5.5-7.0,1-2 ft,6-12 in
Meadow Rue,Thalictrum spp.,Cactus,Perennial,Sandy,Full Sun,Low,Ornamental,Yes,9-11,6.0-7.5,2-4 ft,18-24 in
Medlar,Mespilus germanica,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,5-8,6.0-7.5,15-25 ft,15-20 ft
Melegueta Pepper,Aframomum melegueta,Herb,Perennial,Loam,Partial Shade,High,Edible,No,10-11,6.0-7.0,3-6 ft,2-3 ft
Menzies' Wallflower,Erysimum menziesii,Herb,Annual,Sandy,Full Sun,Medium,Ornamental,N/A,9-10,6.0-7.5,1-2 ft,12-18 in
Mexican Butterwort,Pinguicula moranensis,Carnivorous,Perennial,Peat,Partial Shade,High,Ornamental,No,9-11,5.0-7.0,2-6 in,4-8 in
Milkweed,Asclepias spp.,Herb,Perennial,Loam,Full Sun,Low,Ornamental,Yes,3-9,6.0-7.5,2-5 ft,12-18 in
Mint,Mentha spp.,Cactus,Perennial,Sandy,Full Sun,Low,Ornamental,No,9-11,6.0-8.5,40-70 ft,6-8 ft
Missouri Bladderpod,Physaria filiformis,Herb,Annual,Loam,Full Sun,Low,Ornamental,N/A,5-7,6.0-7.5,6-18 in,12-18 in
Mistletoe,Viscum album,Tree,Perennial,Loam,Partial Shade,Low,Ornamental,Yes,6-10,6.0-7.5,1-2 ft,6-8 in
Mizuna,Brassica rapa var. nipposinica,Cactus,Perennial,Sandy,Full Sun,Low,Edible,No,6-10,6.0-7.5,3-6 ft,3-6 ft
Mock Orange,Philadelphus coronarius,Flower,Perennial,Sandy,Full Sun,Low,Ornamental,Yes,10-12,6.0-7.5,1-2 ft,12-18 in
Mockernut Hickory,Carya tomentosa,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,5-9,6.0-7.5,60-80 ft,30-50 ft
Monkey Cup,Nepenthes spp.,Carnivorous,Perennial,Peat,Partial Shade,High,Ornamental,No,11-12,5.0-6.5,1-3 ft,12-24 in
Monkey Flower,Mimulus guttatus,Aquatic,Perennial,Clay,Full Sun,Medium,Ornamental,No,3-10,6.0-8.0,1-3 ft,1-2 ft
Monkey Puzzle,Araucaria araucana,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,7-10,5.0-7.5,50-80 ft,20-30 ft
Monkshood,Aconitum napellus,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,3-8,6.0-7.0,2-4 ft,12-18 in
Monodora,Monodora myristica,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,11-12,6.0-7.0,30-60 ft,20-30 ft
Monstera,Monstera deliciosa,Flower,Perennial,Sandy,Full Sun,Low,Ornamental,No,10-12,6.0-7.0,1-3 ft,12-24 in
Moonflower,Ipomoea alba,Flower,Perennial,Sandy,Partial Shade,Low,Ornamental,Yes,10-12,6.0-6.5,1-2 ft,6-12 in
Moonseed,Menispermum canadense,Vine,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,4-8,6.0-7.5,10-20 ft,6-10 ft
Moringa,Moringa oleifera,Vegetable,Perennial,Loam,Full Sun,Low,Edible,No,9-11,6.0-7.0,40-70 ft,6-10 ft
Morning Glory,Ipomoea purpurea,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,No,10-12,6.0-7.0,1-2 in,2-3 in
Mosquito Fern,Azolla filiculoides,Aquatic,Annual,Aquatic,Full Sun,High,Ornamental,No,6-11,5.5-7.5,6-12 in,1-2 ft
Moth Bean,Vigna aconitifolia,Vegetable,Annual,Loam,Full Sun,Low,Edible,No,8-12,6.0-7.5,8-24 in,6-8 in
Motherwort,Leonurus cardiaca,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,Yes,8-11,6.0-7.0,2-6 ft,18-24 in
Mountain Ash,Sorbus americana,Tree,Perennial,Loam,Full Sun,Medium,Ornamental,Yes,3-7,5.5-7.5,30-60 ft,15-20 ft
Mountain Laurel,Kalmia latifolia,Tree,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,4-9,4.5-6.0,5-15 ft,6-8 ft
Mugwort,Artemisia vulgaris,Herb,Perennial,Loam,Full Sun,Low,Edible,Yes,5-9,6.0-7.5,2-6 ft,12-18 in
Muhly Grass,Muhlenbergia spp.,Grass,Perennial,Loam,Full Sun,Low,Ornamental,No,6-9,5.5-7.5,2-3 ft,18-24 in
Mulberry,Morus alba,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,No,4-9,6.0-7.5,3-6 in,6-10 in
Mullein,Verbascum thapsus,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,No,9-11,6.0-7.5,8-12 in,6-8 in
Mung Bean,Vigna radiata,Vegetable,Annual,Loam,Full Sun,Low,Edible,No,8-12,6.0-7.5,12-36 in,6-8 in
Mustard Greens,Brassica juncea,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,No,9-11,6.0-7.0,6-8 in,6-8 in
Mustard Seed,Brassica nigra,Herb,Annual,Loam,Full Sun,Medium,Edible,No,6-11,5.5-7.0,1-2 ft,6-12 in
Nandina,Nandina domestica,Tree,Perennial,Loam,Full Sun,Low,Ornamental,Yes,6-9,6.0-7.0,6-8 ft,3-6 ft
Napa Cabbage,Brassica rapa subsp. pekinensis,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,Yes,10-12,6.0-7.0,6-18 in,8-12 in
Narcissus,Narcissus pseudonarcissus,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,Yes,3-8,6.0-7.0,6-20 in,3-6 in
Nasturtium,Tropaeolum majus,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,No,10-12,6.0-7.0,1-2 ft,12-18 in
Nerve Plant,Fittonia albivenis,Flower,Perennial,Sandy,Full Sun,Low,Ornamental,No,10-12,6.0-7.5,3-8 ft,12-24 in
New Jersey Tea,Ceanothus americanus,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,10-12,5.0-6.5,3-8 ft,18-24 in
New York Aster,Symphyotrichum novi-belgii,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,10-12,6.0-7.0,6-10 ft,2-3 ft
New Zealand Spinach,Tetragonia tetragonioides,Flower,Perennial,Peat,Partial Shade,High,Ornamental,No,10-12,6.0-7.0,1-2 ft,12-15 in
Nigella,Nigella sativa,Herb,Annual,Loam,Full Sun,Medium,Edible,No,6-10,6.0-7.0,1-2 ft,6-12 in
Ninebark,Physocarpus opulifolius,Flower,Perennial,Peat,Partial Shade,High,Ornamental,No,10-12,6.0-7.0,1-3 ft,12-18 in
Nopal (Cactus Pad),Opuntia spp.,Vegetable,Perennial,Loam,Full Sun,Low,Edible,No,8-11,6.0-7.5,3-10 ft,3-5 ft
Norfolk Island Pine,Araucaria heterophylla,Flower,Perennial,Peat,Partial Shade,High,Ornamental,No,10-12,5.0-6.5,1-2 ft,12-18 in
Northern Bayberry,Myrica pensylvanica,Tree,Perennial,Loam,Full Sun,Low,Ornamental,No,3-7,4.5-6.5,5-15 ft,3-6 ft
Northern Red Oak,Quercus rubra,Tree,Perennial,Loam,Full Sun,Medium,Timber,No,3-8,5.5-7.5,60-80 ft,25-40 ft
Northern Sea Oats,Chasmanthium latifolium,Flower,Perennial,Peat,Partial Shade,High,Ornamental,No,10-12,5.5-6.5,2-3 ft,12-18 in
Northern Wild Monkshood,Aconitum noveboracense,Herb,Perennial,Loam,Partial Shade,Medium,Ornamental,N/A,4-7,5.5-7.0,1-2 ft,12-18 in
Nutmeg,Myristica fragrans,Tree,Perennial,Loam,Partial Shade,High,Edible,No,11-12,5.5-7.0,30-60 ft,15-20 ft
Oak,Quercus spp.,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,10-12,5.6-6.5,1-3 ft,12-24 in
Obedient Plant,Physostegia virginiana,Flower,Perennial,Peat,Partial Shade,Medium,Ornamental,Yes,10-12,5.5-6.5,3-6 ft,18-36 in
Oca,Oxalis tuberosa,Vegetable,Perennial,Loam,Full Sun,Medium,Edible,No,8-11,5.5-7.0,12-24 in,12-15 in
Oconee Bells,Shortia galacifolia,Herb,Perennial,Loam,Partial Shade,Medium,Ornamental,N/A,6-8,5.5-7.0,6-12 in,12-18 in
Ohio Buckeye,Aesculus glabra,Flower,Perennial,Peat,Partial Shade,High,Ornamental,No,10-12,6.0-7.0,12-24 in,8-12 in
Okari Nut,Terminalia kaernbachii,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,11-12,5.0-7.0,30-60 ft,30-40 ft
Okra,Abelmoschus esculentus,Flower,Perennial,Peat,Partial Shade,High,Ornamental,Yes,10-12,5.5-6.5,1-3 ft,12-24 in
Old Man Cactus,Cephalocereus senilis,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,10-12,5.5-6.5,6-10 ft,12-24 in
Oleander,Nerium oleander,Tree,Perennial,Loam,Full Sun,Low,Ornamental,Yes,8-10,6.0-7.5,6-20 ft,3-6 ft
Olive,Olea europaea,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,10-12,5.5-7.0,6-10 ft,2-3 ft
Onion,Allium cepa,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,10-12,5.5-6.5,3-6 ft,12-18 in
Oregano,Origanum vulgare,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,10-12,6.0-6.5,6-10 ft,18-36 in
Ornamental Pepper,Capsicum annuum,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,Yes,10-12,6.0-7.0,3-6 ft,12-24 in
Overcup Oak,Quercus lyrata,Tree,Perennial,Loam,Full Sun,Medium,Timber,No,5-9,6.0-8.0,60-80 ft,30-50 ft
Oxalis,Oxalis spp.,Flower,Perennial,Loam,Partial Shade,Low,Ornamental,No,10-12,5.5-6.5,1-2 ft,12-18 in
Pak Choi,Brassica rapa subsp. chinensis,Flower,Perennial,Loam,Partial Shade,High,Ornamental,No,10-12,6.0-7.0,2-4 ft,12-24 in
Palmer’s Grapplinghook,Harpagonella palmeri,Herb,Annual,Sandy,Full Sun,Low,Ornamental,N/A,9-11,6.0-8.0,1-2 ft,6-12 in
Panda Plant,Kalanchoe tomentosa,Flower,Perennial,Peat,Partial Shade,High,Ornamental,No,10-12,5.5-6.0,8-12 in,8-12 in
Pansy,Viola tricolor var. hortensis,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,10-12,6.0-7.0,1-3 ft,8-12 in
Paprika,Capsicum annuum,Herb,Annual,Loam,Full Sun,Medium,Edible,No,8-10,6.0-7.0,1-4 ft,18-24 in
Papyrus,Cyperus papyrus,Flower,Perennial,Peat,Partial Shade,Medium,Ornamental,No,10-12,5.5-6.5,1-2 ft,10-18 in
Parrot Pitcher Plant,Sarracenia psittacina,Carnivorous,Perennial,Peat,Full Sun,High,Ornamental,No,7-10,4.0-6.0,6-12 in,6-12 in
Parrot’s Feather,Myriophyllum aquaticum,Aquatic,Perennial,Aquatic,Full Sun,High,Ornamental,No,6-11,6.0-8.0,6-10 ft,1-2 ft
Parsley,Petroselinum crispum,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,10-12,6.0-7.0,6-10 ft,2-3 ft
Parsnip,Pastinaca sativa,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,10-12,6.0-7.0,2-6 ft,18-24 in
Pasque Flower,Pulsatilla vulgaris,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,10-12,6.0-7.0,6-8 ft,2-3 ft
Passionflower,Passiflora incarnata,Flower,Perennial,Sandy,Full Sun,Low,Ornamental,Yes,10-12,5.5-6.5,2-6 ft,18-24 in
Passionfruit,Passiflora edulis,Flower,Perennial,Sandy,Full Sun,Low,Ornamental,No,10-12,6.0-7.5,3-8 ft,12-24 in
Pawpaw,Asimina triloba,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,10-12,6.0-7.5,6-10 ft,2-3 ft
Pea Shoots,Pisum sativum,Vegetable,Annual,Loam,Full Sun,Medium,Edible,No,2-11,6.0-7.5,12-24 in,2-4 in
Peace Lily,Spathiphyllum wallisii,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,10-12,6.0-7.0,6-10 ft,18-24 in
Peach,Prunus persica,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,7-11,6.0-7.5,10-20 ft,3-6 ft
Peanut,Arachis hypogaea,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,10-12,6.0-7.0,6-10 ft,2-3 ft
Peanut Cactus,Echinopsis chamaecereus,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,10-12,6.0-7.5,4-6 ft,18-36 in
Pear,Pyrus communis,Flower,Perennial,Peat,Partial Shade,High,Ornamental,Yes,10-12,5.8-6.5,1-3 ft,10-18 in
Pecan,Carya illinoinensis,Flower,Perennial,Peat,Partial Shade,Medium,Ornamental,Yes,10-12,5.5-6.5,1-2 ft,12-24 in
Pecan (Native),Carya illinoinensis,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,6-9,6.0-7.0,60-80 ft,40-50 ft
Pennyroyal,Mentha pulegium,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,10-12,5.5-6.5,3-6 ft,12-18 in
Peony,Paeonia lactiflora,Flower,Perennial,Peat,Partial Shade,Medium,Ornamental,Yes,10-12,5.5-6.5,3-6 ft,18-36 in
Peperomia,Peperomia obtusifolia,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,10-12,5.5-7.0,3-8 ft,12-24 in
Perilla,Perilla frutescens,Vegetable,Annual,Loam,Full Sun,Medium,Edible,No,2-11,5.5-7.5,12-36 in,6-12 in
Periwinkle,Vinca minor,Herb,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,4-9,6.0-7.5,6-18 in,8-12 in
Persimmon,Diospyros kaki,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,10-12,5.5-7.0,6-10 ft,2-3 ft
Petunia,Petunia × atkinsiana,Flower,Perennial,Loam,Partial Shade,Low,Ornamental,Yes,10-12,6.1-6.5,6-10 ft,12-15 in
Philodendron,Philodendron spp.,Flower,Perennial,Loam,Partial Shade,Low,Ornamental,Yes,10-12,6.1-6.5,6-10 ft,12-15 in
Phlox,Phlox paniculata,Flower,Perennial,Loam,Partial Shade,Low,Ornamental,Yes,10-12,6.0-6.5,2-6 ft,12-18 in
Pickerel Rush,Pontederia cordata,Aquatic,Perennial,Clay,Full Sun,High,Edible,No,3-10,6.0-8.0,2-4 ft,1-2 ft
Pickerelweed,Pontederia cordata,Flower,Perennial,Loam,Partial Shade,Low,Ornamental,Yes,10-12,6.0-6.5,4-8 ft,18-24 in
Pignut Hickory,Carya glabra,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,4-9,6.0-7.5,50-80 ft,30-50 ft
Pili Nut,Canarium ovatum,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,11-12,5.0-7.0,60-80 ft,30-40 ft
Pincushion Cactus,Mammillaria spp.,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,10-12,6.0-7.0,1-3 ft,8-12 in
Pine,Pinus spp.,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,10-12,6.0-6.5,6-10 ft,18-36 in
Pine Nut (Single-leaf),Pinus monophylla,Tree,Perennial,Loam,Full Sun,Low,Edible,No,5-9,6.0-8.0,20-40 ft,20-30 ft
Pineapple Sage,Salvia elegans,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,10-12,6.0-6.5,8-15 ft,3-6 ft
Pink Ginger,Alpinia purpurata,Herb,Perennial,Loam,Partial Shade,Medium,Edible,No,9-11,6.0-7.0,2-4 ft,12-24 in
Pink Peppercorn,Schinus molle,Tree,Perennial,Loam,Full Sun,Low,Edible,No,9-11,5.5-7.5,25-50 ft,15-20 ft
Pinto Bean,Phaseolus vulgaris,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,10-12,6.0-7.5,3-10 ft,18-24 in
Pistachio,Pistacia vera,Tree,Perennial,Loam,Full Sun,Low,Edible,No,8-10,7.0-8.0,20-30 ft,20-30 ft
Pitcher Plant,Sarracenia spp.,Carnivorous,Perennial,Peat,Full Sun,High,Ornamental,No,3-8,4.0-6.0,6-24 in,6-12 in
Pitcher’s Thistle,Cirsium pitcheri,Herb,Biennial,Sandy,Full Sun,Low,Ornamental,N/A,3-7,6.0-8.0,2-3 ft,18-24 in
Plum,Prunus domestica,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,10-12,6.0-7.0,6-10 ft,2-3 ft
Plymouth Gentian,Sabatia kennedyana,Herb,Perennial,Peat,Full Sun,High,Ornamental,N/A,5-8,5.5-7.5,1-2 ft,12-18 in
Poison Hemlock,Conium maculatum,Herb,Biennial,Loam,Full Sun,Medium,Ornamental,Yes,5-9,6.0-7.5,3-8 ft,18-24 in
Pokeweed,Phytolacca americana,Herb,Perennial,Loam,Full Sun,Medium,Ornamental,Yes,4-8,5.0-7.0,4-10 ft,12-24 in
Polka Dot Plant,Hypoestes phyllostachya,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,10-12,6.0-7.0,6-10 ft,2-3 ft
Pomegranate,Punica granatum,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,10-12,6.0-7.0,6-12 in,6-12 in
Pondweed,Potamogeton spp.,Aquatic,Perennial,Aquatic,Full Sun,High,Ornamental,No,4-11,6.0-8.0,5-8 ft,1-2 ft
Ponytail Palm,Beaucarnea recurvata,Flower,Perennial,Peat,Partial Shade,High,Ornamental,No,10-12,5.5-6.0,8-12 in,8-12 in
Poppy,Papaver somniferum,Flower,Annual,Loam,Full Sun,Low,Ornamental,Yes,3-10,6.0-7.0,1-3 ft,6-12 in
Poppy Seed,Papaver somniferum,Herb,Annual,Loam,Full Sun,Medium,Edible,No,6-10,6.0-7.5,2-4 ft,6-12 in
Portuguese Sundew,Drosophyllum lusitanicum,Carnivorous,Perennial,Peat,Full Sun,Medium,Ornamental,No,9-11,6.0-7.5,12-20 in,8-12 in
Portulaca,Portulaca grandiflora,Flower,Perennial,Peat,Partial Shade,Medium,Ornamental,No,10-12,6.0-6.5,12-18 in,6-12 in
Post Oak,Quercus stellata,Tree,Perennial,Loam,Full Sun,Medium,Timber,No,6-9,5.5-7.5,40-70 ft,30-50 ft
Potato,Solanum tuberosum,Flower,Perennial,Peat,Partial Shade,High,Ornamental,No,10-12,6.0-6.5,6-12 in,6-12 in
Potato Onion,Allium cepa var. aggregatum,Herb,Perennial,Loam,Full Sun,Medium,Edible,No,3-10,6.0-7.0,1-2 ft,6-12 in
Pothos,Epipremnum aureum,Flower,Perennial,Loam,Partial Shade,Low,Ornamental,No,10-12,5.5-6.5,1-2 ft,12-18 in
Prairie Blazing Star,Liatris pycnostachya,Cactus,Perennial,Sandy,Full Sun,Low,Edible,Yes,9-11,7.0-8.5,2-3 ft,2-3 ft
Prairie Dropseed,Sporobolus heterolepis,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,No,10-12,6.0-7.5,4-8 in,4-8 in
Prairie Smoke,Geum triflorum,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,No,9-11,6.0-7.5,2-6 in,8-12 in
Prairie Turnip,Pediomelum esculentum,Herb,Perennial,Loam,Full Sun,Low,Edible,No,4-8,6.0-7.5,1-2 ft,12-18 in
Prayer Plant,Maranta leuconeura,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,No,6-10,6.0-7.5,4-6 in,12-18 in
Prickly Pear,Opuntia ficus-indica,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,Yes,10-12,6.0-7.0,6-8 in,4-8 in
Primrose,Primula vulgaris,Cactus,Perennial,Sandy,Full Sun,Low,Ornamental,No,9-11,6.0-7.0,4-8 in,4-8 in
Privet,Ligustrum vulgare,Tree,Perennial,Loam,Full Sun,Medium,Ornamental,Yes,4-7,6.0-7.5,4-15 ft,3-6 ft
Pulasan,Nephelium ramboutan-ake,Tree,Perennial,Loam,Full Sun,High,Edible,No,10-11,5.0-6.5,30-60 ft,20-30 ft
Pulmonaria,Pulmonaria officinalis,Cactus,Perennial,Sandy,Full Sun,Low,Ornamental,No,8-11,6.0-7.5,2-12 ft,1-2 ft
Pumpkin,Cucurbita pepo,Cactus,Perennial,Sandy,Full Sun,Low,Ornamental,Yes,9-11,6.0-7.5,2-4 ft,18-24 in
Purple Carrot,Daucus carota,Herb,Biennial,Loam,Full Sun,Medium,Edible,No,3-10,6.0-6.8,8-12 in,2-4 in
Purple Coneflower,Echinacea purpurea,Cactus,Perennial,Sandy,Full Sun,Low,Ornamental,No,9-11,6.0-7.0,6-10 ft,18-24 in
Purple Moor Grass,Molinia caerulea,Grass,Perennial,Loam,Full Sun,Medium,Ornamental,No,4-8,5.0-7.5,2-4 ft,18-24 in
Purple Pitcher Plant,Sarracenia purpurea,Carnivorous,Perennial,Peat,Full Sun,High,Ornamental,No,2-7,4.0-6.0,6-24 in,6-12 in
Purple Prairie Clover,Dalea purpurea,Cactus,Perennial,Peat,Partial Shade,Medium,Ornamental,No,10-12,6.0-7.0,6-12 in,6-12 in
Purple Yam,Dioscorea alata,Vegetable,Perennial,Loam,Full Sun,Medium,Edible,No,9-12,5.5-7.5,10-15 ft,12-18 in
Purslane,Portulaca oleracea,Cactus,Perennial,Sandy,Full Sun,Low,Ornamental,No,9-11,6.0-7.0,8-12 in,8-12 in
Queen of the Night,Epiphyllum oxypetalum,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,No,10-11,6.0-7.0,6-12 in,6-12 in
Queensland Nut (Bopple Nut),Macadamia integrifolia,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,10-11,5.0-6.5,30-60 ft,20-30 ft
Quince,Cydonia oblonga,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,Yes,10-12,6.0-7.5,1-2 ft,8-12 in
Radicchio,Cichorium intybus,Succulent,Annual,Sandy,Full Sun,Low,Edible,No,3-10,5.5-7.0,2-6 in,6-8 in
Radish,Raphanus sativus,Succulent,Perennial,Sandy,Partial Shade,Low,Ornamental,No,10-12,6.0-7.0,1-2 ft,6-12 in
Rainbow Plant,Byblis liniflora,Carnivorous,Annual,Peat,Full Sun,High,Ornamental,No,11-12,6.0-7.5,12-24 in,8-12 in
Rambutan,Nephelium lappaceum,Tree,Perennial,Loam,Full Sun,High,Edible,No,10-11,5.0-6.5,35-60 ft,20-30 ft
Ramps,Allium tricoccum,Herb,Perennial,Loam,Partial Shade,Medium,Edible,No,3-8,5.5-7.0,1-2 ft,6-12 in
Raspberry,Rubus idaeus,Succulent,Perennial,Sandy,Partial Shade,Low,Ornamental,Yes,10-12,6.0-7.0,2-4 ft,6-12 in
Red Beet,Beta vulgaris,Herb,Biennial,Loam,Full Sun,Medium,Edible,No,2-10,6.0-7.0,6-18 in,2-4 in
Red Chokeberry,Aronia arbutifolia,Succulent,Perennial,Sandy,Partial Shade,Low,Ornamental,Yes,10-12,6.0-6.5,1-2 ft,6-12 in
Red Maple,Acer rubrum,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,No,9-11,6.0-7.0,6-8 in,6-8 in
Red Mulberry,Morus rubra,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,No,9-11,6.0-7.0,1-3 ft,12-24 in
Red Pine,Pinus resinosa,Tree,Perennial,Loam,Full Sun,Medium,Timber,No,3-7,5.0-7.0,50-80 ft,20-30 ft
Red Twig Dogwood,Cornus sericea,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,No,9-11,6.0-7.0,6-8 in,6-8 in
Redbud,Cercis canadensis,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,No,9-11,6.0-7.0,12-18 in,6-12 in
Reed Canary Grass,Phalaris arundinacea,Grass,Perennial,Loam,Full Sun,High,Ornamental,No,3-9,5.5-7.5,3-8 ft,24-36 in
Rhododendron,Rhododendron spp.,Succulent,Perennial,Sandy,Partial Shade,Low,Ornamental,No,9-11,6.0-7.0,6-8 in,6-8 in
Rhubarb,Rheum rhabarbarum,Herb,Perennial,Loam,Full Sun,Medium,Edible,Yes,4-8,6.0-6.8,2-3 ft,24-36 in
River Birch,Betula nigra,Tree,Perennial,Loam,Full Sun,Medium,Ornamental,No,4-9,6.5-7.5,40-70 ft,20-30 ft
River Oats,Chasmanthium latifolium,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,No,10-11,6.0-7.0,12-24 in,6-12 in
Roman Chamomile,Chamaemelum nobile,Herb,Perennial,Loam,Full Sun,Medium,Edible,No,4-9,5.6-7.5,1-2 ft,12-18 in
Romanesco,Brassica oleracea var. botrytis,Vegetable,Annual,Loam,Full Sun,Medium,Edible,No,2-11,6.0-7.5,18-24 in,18-24 in
Roridula,Roridula gorgonias,Carnivorous,Perennial,Peat,Full Sun,Medium,Ornamental,No,10-11,5.5-6.5,2-4 ft,12-18 in
Rosary Pea,Abrus precatorius,Vine,Annual,Loam,Full Sun,Low,Ornamental,Yes,9-11,6.0-7.5,3-10 ft,12-24 in
Rose,Rosa chinensis,Flower,Annual,Loam,Full Sun,Medium,Ornamental,Yes,9-11,6.0-7.0,1-2 ft,12-18 in
Rosemary,Rosmarinus officinalis,Flower,Biennial,Loam,Full Sun,Medium,Ornamental,No,3-9,6.0-7.5,1-2 ft,6-12 in
Rothrock’s Townsend Daisy,Townsendia rothrockii,Herb,Perennial,Loam,Full Sun,Low,Ornamental,N/A,7-10,6.0-8.0,6-12 in,6-12 in
Rough-leaved Loosestrife,Lysimachia asperulifolia,Herb,Perennial,Peat,Full Sun,Medium,Ornamental,N/A,8-9,5.0-6.5,1-2 ft,12-18 in
Rubber Plant,Ficus elastica,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,4-10,6.7-7.0,1-2 ft,6-12 in
Rue,Ruta graveolens,Flower,Perennial,Loam,Full Sun,Low,Ornamental,No,3-9,7.0-7.5,2-3 ft,6-12 in
Running Buffalo Clover,Trifolium stoloniferum,Herb,Perennial,Loam,Partial Shade,Medium,Ornamental,N/A,5-7,6.0-7.5,6-12 in,12-18 in
Russian Sage,Perovskia atriplicifolia,Flower,Biennial,Loam,Full Sun,Medium,Ornamental,No,4-9,6.0-7.5,2-3 ft,6-12 in
Rutabaga,Brassica napus napobrassica,Flower,Biennial,Loam,Full Sun,Low,Ornamental,No,4-9,5.5-7.0,2-5 ft,12-18 in
Rutabaga,Brassica napus var. napobrassica,Vegetable,Biennial,Loam,Full Sun,Medium,Edible,No,2-10,6.0-7.0,12-24 in,9-12 in
Saffron,Crocus sativus,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,Yes,7-11,6.0-7.5,2-3 ft,12-18 in
Sage,Salvia officinalis,Flower,Biennial,Loam,Partial Shade,Medium,Ornamental,Yes,4-10,5.5-6.5,2-5 ft,12-18 in
Sago Palm,Cycas revoluta,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,3-8,6.0-7.0,1-3 ft,12-18 in
Saguaro,Carnegiea gigantea,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,3-9,6.0-7.0,1-3 ft,12-18 in
Salmonberry,Rubus spectabilis,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,3-8,5.0-7.0,6-12 in,6-8 in
